Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter
VH-D1E16856,OWN-6EF7A23A,Haval,H9,2018,Hatchback,Compliant,2023-07-11,2024-07-10,0.0,Online,Telecash,Always Compliant,"Lupane, Mashonaland West",Urban,Middle,2,0,,4.9,0.942,Cash,2025/06/16,706,4,9.56,0.0,6,2
VH-5AA771E6,OWN-D8B1881A,Kia,Picanto,2004,Truck,Compliant,2024-04-21,2025-04-21,0.0,In-person,,Always Compliant,"Zvishavane, Manicaland",Rural,,2,0,4.72,,0.203,Online,2025-03-24,337,3,25.41,2.22,3,1
VH-FE4674D0,OWN-A4641F1F,Isuzu,KB,2008,Pickup,Compliant,2025-01-17,2026-01-17,,In-person,,Frequently Non-compliant,"Plumtree, Midlands",Rural,High,1,1,4.1,,0.19,Online,2025-08-27,2220,5,29.99,11.49,8,3
VH-694FD55E,OWN-BD810168,Mercedes-Benz,Actros,2012,SUV,Compliant,2022-06-18,2023/06/18,0.0,Agent,,Always Compliant,"Redcliff, Mashonaland West",Peri-urban,Very High,3,0,4.0,,0.313,Online,2024/05/12,694,4,25.92,17.79,5,2
VH-40161314,OWN-E0B9082F,Toyota,Camry,2017,Hatchback,Compliant,2024-03-17,2025-03-17,,Online,Innbucks,Occasional Late,"Ruwa, Masvingo",Peri-urban,High,1,0,0.0,,0.491,Mobile Money,2024-12-07,265,5,23.85,0.0,12,4
VH-214E6187,OWN-CD6D69DB,Mitsubishi,Pajero,2023,Hatchback,Expired,2024-02-22,2024-02-04,0.0,In-person,,Occasional Late,"Victoria Falls, Manicaland",Rural,Very High,1,2,6.23,,0.151,Mobile Money,2025-09-10,566,4,13.68,1.45,9,3
VH-998A1E7C,OWN-B5D1EAE8,Foton,Sauvana,2015,Sedan,Compliant,2024-03-30,2025-03-30,0.0,Online,Innbucks,Frequently Non-compliant,"Harare, Matabeleland South",Rural,Very High,3,0,0.0,,0.096,Mobile Money,2025-10-23,572,1,5.76,0.0,10,4
VH-6E0AAF11,OWN-69D4F34B,JAC,S2,2011,Truck,Expired,2022-11-27,2022-07-25,0.0,In-person,,Always Compliant,"Zvishavane, Bulawayo",Peri-urban,Low,1,1,5.4,1.2,0.009,Mobile Money,2024/07/27,608,0,0.0,12.0,7,3
VH-0E2C3226,OWN-86E707AD,Kia,Rio,2018,Motorcycle,Compliant,2022-04-01,2023-04-01,0.0,Agent,,Occasional Late,"Mutare, Matabeleland South",Urban,Low,1,0,7.24,,0.207,Mobile Money,2023-12-02,610,5,24.63,22.29,12,4
VH-44535CA0,OWN-D567FC32,BMW,5 Series,2018,SUV,Non-compliant,2023-10-09,2024-09-29,0.0,In-person,,Always Compliant,"Ruwa, Masvingo",Rural,High,1,1,4.26,2.4,0.769,Bank Transfer,2024-12-05,423,3,29.07,7.83,12,4
VH-9C501E2A,OWN-9A6C8B7D,Volkswagen,Amarok,2015,SUV,Compliant,2022-03-25,2023-03-25,0.0,In-person,,Always Compliant,"Chegutu, Matabeleland South",Peri-urban,Low,1,1,5.85,1.6,0.39,Agent,2023-12-14,629,0,0.0,2.2,12,4
VH-D252EFDE,OWN-B3640DA4,BMW,X5,2011,Motorcycle,Compliant,2023-04-24,2024-04-23,0.0,In-person,,Occasional Late,"Chinhoyi, Bulawayo",Urban,Low,2,0,,,0.414,Online,2024-08-25,489,5,27.03,21.72,8,3
VH-41B4C79A,OWN-F9D5EF77,Mercedes-Benz,Actros,2021,Pickup,Compliant,2023-12-27,2024-12-26,0.0,Agent,,Always Compliant,"Kwekwe, Manicaland",Peri-urban,High,1,0,6.37,3.4,0.196,Online,2024-06-23,179,1,9.14,22.77,6,2
VH-DF9D4897,OWN-33DF982A,Audi,Q7,2010,Pickup,Expired,2024-07-21,2024-02-07,,In-person,,Occasional Late,"Marondera, Masvingo",Rural,High,1,0,7.73,3.3,0.242,Cash,2025-06-23,337,2,24.49,9.43,6,2
VH-AFB9AF85,OWN-5679B60A,Mazda,CX-5,2018,Hatchback,Expired,2023-11-24,2023-04-13,3998.54,Agent,,Always Compliant,"Kwekwe, Matabeleland South",Urban,Middle,2,0,5.55,3.9,0.789,Online,2024-07-25,244,3,29.72,11.5,7,3
VH-C8F5C438,OWN-08BAB725,Hyundai,i20,2017,Sedan,Compliant,2025-03-26,2026-03-26,0.0,Online,Telecash,Occasional Late,"Chegutu, Matabeleland South",Rural,Low,2,0,0.0,4.9,0.332,Cash,2025-08-14,141,0,0.0,0.0,8,3
VH-04042331,OWN-37AFEF76,Toyota,Hilux,2008,SUV,Compliant,2023-07-18,2024-07-17,0.0,Online,Innbucks,Always Compliant,"Hwange, Matabeleland South",Rural,Middle,1,1,0.0,,0.416,Online,2024/03/30,256,0,0.0,0.0,3,1
VH-F5A0D213,OWN-B5E494A4,Honda,Accord,2009,Truck,Compliant,2024-03-03,2025/03/03,0.0,Agent,,Always Compliant,"Beitbridge, Mashonaland Central",Rural,Low,1,0,0.84,,0.8,Mobile Money,2024-07-10,129,4,5.23,3.84,7,3
VH-F2EA06DE,OWN-D941DFA3,Great Wall,Hover,2014,SUV,Compliant,2023-06-16,2024-06-15,0.0,Online,OneMoney,Always Compliant,"Zvishavane, Manicaland",Urban,Very High,1,0,0.0,,0.704,Online,2024-08-24,435,4,3.05,0.0,8,3
VH-9AC445AE,OWN-D43B2A57,Great Wall,Wingle,2011,Truck,Compliant,2022-12-04,2023-12-04,0.0,Agent,,Always Compliant,"Kadoma, Matabeleland North",Urban,High,1,0,4.9,,0.674,Agent,2024-06-26,570,4,17.71,16.13,6,2
VH-6C4AFAAF,OWN-3BF69C60,Audi,A3,2007,Truck,Compliant,2023-04-04,2024-04-03,0.0,In-person,,Always Compliant,"Mutare, Manicaland",Peri-urban,Middle,2,0,4.15,,0.315,Cash,2024-06-04,427,4,1.61,8.62,6,2
VH-BA13BCB0,OWN-960AF5D7,Toyota,Yaris,2004,SUV,Compliant,2023-04-03,2024-04-02,2107.37,In-person,,Always Compliant,"Zvishavane, Matabeleland South",Rural,Middle,1,0,4.74,,0.457,Cash,2024-09-17,533,4,15.32,13.75,9,3
VH-18C7CA31,OWN-3A47F823,Volkswagen,Tiguan,2017,Motorcycle,Compliant,2023-12-22,2024-12-21,556.96,Agent,,Always Compliant,"Lupane, Harare",Rural,Low,1,1,7.06,2.8,0.994,Mobile Money,2025-03-31,465,1,24.32,14.11,3,1
VH-07ADBE70,OWN-950167AA,Land Rover,Range Rover,2019,Minivan,Compliant,2024-08-14,2025-08-14,0.0,Online,Telecash,Occasional Late,"Bindura, Manicaland",Rural,Middle,1,0,0.0,,0.267,Bank Transfer,2025-04-12,241,5,24.46,0.0,4,2
VH-18A54477,OWN-21CC8B23,Honda,Fit,2001,Truck,Non-compliant,2024-09-01,2025-08-01,0.0,Agent,,Always Compliant,"Chiredzi, Manicaland",Rural,High,2,2,,,0.795,Online,2025-02-27,179,3,15.47,6.68,2,1
VH-763FC291,OWN-60DE83D3,Land Rover,Discovery,2015,Truck,Compliant,2022-09-17,2023/09/17,0.0,Online,OneMoney,Occasional Late,"Ruwa, Harare",Rural,Middle,4,0,0.0,2.3,0.284,Bank Transfer,2024-07-28,680,4,3.92,0.0,7,3
VH-3C1A4724,OWN-BFBD0962,Foton,View,2021,Motorcycle,Compliant,2024-06-11,2025-06-11,664.97,In-person,,Occasional Late,"Bulawayo, Harare",Urban,Very High,1,0,,,0.65,Mobile Money,2024-07-27,46,2,2.8,8.65,7,3
VH-A0D648E8,OWN-556DDA80,Nissan,Sunny,2021,Minivan,Compliant,2023-02-28,2024-02-28,0.0,In-person,,Always Compliant,"Kwekwe, Harare",Peri-urban,Middle,2,0,4.08,1.0,0.344,Online,2023-11-24,269,3,20.82,11.46,11,4
VH-BC5ADC57,OWN-CA4C4E0E,Mercedes-Benz,E-Class,2002,Minivan,Compliant,2024-07-21,2025-07-21,1944.47,Online,Innbucks,Always Compliant,"Mutare, Bulawayo",Peri-urban,Middle,1,2,0.0,1.7,0.351,Mobile Money,2025-01-07,170,5,22.45,0.0,1,1
VH-50982DD9,OWN-3B483D12,Kia,Picanto,2006,Sedan,Compliant,2023-09-19,2024-09-18,0.0,Agent,,Occasional Late,"Mutare, Manicaland",Urban,Middle,2,0,5.33,4.1,0.69,Agent,2024-10-12,389,1,15.53,12.23,10,4
VH-525D41CC,OWN-59C2B7F7,Hyundai,i10,2020,Sedan,Compliant,2022-08-03,2023-08-03,0.0,Agent,,Occasional Late,"Masvingo, Matabeleland North",Peri-urban,Middle,1,4,7.5,3.2,0.173,Cash,2024-06-16,683,0,0.0,0.4,6,2
VH-7C9D3DB9,OWN-44916E28,Nissan,Navara,2008,SUV,Compliant,2022-08-11,2023-08-11,0.0,Online,Telecash,Always Compliant,"Bulawayo, Harare",Peri-urban,Middle,1,0,0.0,,0.808,Bank Transfer,2024-02-05,543,2,11.72,0.0,2,1
VH-DA8791ED,OWN-F260BE0A,Nissan,Sunny,2022,Pickup,Compliant,2024-03-27,2025-03-27,,Online,Innbucks,Occasional Late,"Shurugwi, Mashonaland Central",Urban,Middle,1,0,0.0,1.7,0.953,Bank Transfer,2024-08-22,148,4,23.49,0.0,8,3
VH-1E82A8F0,OWN-3E61141B,Volkswagen,Golf,2011,SUV,Non-compliant,2024-10-02,2025-04-09,0.0,Online,Innbucks,Always Compliant,"Shurugwi, Mashonaland East",Rural,Low,1,1,0.0,,0.859,Mobile Money,2025-10-10,373,2,4.72,0.0,10,4
VH-B00C615D,OWN-4115CA8A,Mazda,BT-50,2007,Minivan,Non-compliant,2025-01-21,2025-01-14,0.0,In-person,,Always Compliant,"Hwange, Harare",Urban,Very High,1,0,4.65,2.3,0.826,Bank Transfer,2025-10-28,280,2,3.58,16.16,10,4
VH-59C4398A,OWN-8EDD92A3,Ford,Everest,2007,Motorcycle,Compliant,2023-09-06,2024-09-05,0.0,Agent,,Occasional Late,"Hwange, Harare",Peri-urban,Middle,1,0,0.56,2.0,0.368,Cash,2024-07-21,319,1,21.97,13.12,7,3
VH-8264DC3C,OWN-C91ED9F2,Mercedes-Benz,Actros,2000,Pickup,Compliant,2023-10-22,2024-10-21,0.0,Online,Innbucks,Always Compliant,"Harare, Mashonaland Central",Rural,High,1,1,0.0,,0.492,Online,2023-11-30,39,1,21.35,0.0,11,4
VH-204AAE0B,OWN-224D920B,Nissan,Navara,2007,Motorcycle,Non-compliant,2024-04-03,2024/12/26,0.0,In-person,,Frequently Non-compliant,"Hwange, Masvingo",Rural,Low,1,2,,,0.261,Agent,2024-07-28,116,3,21.02,17.65,7,3
VH-E7CC0ABB,OWN-5D1CD2C0,Audi,Q7,2008,SUV,Non-compliant,2023-11-01,2023-12-20,0.0,In-person,,Always Compliant,"Chitungwiza, Mashonaland Central",Urban,Middle,1,0,,1.4,0.808,Agent,2024-03-21,141,5,20.91,0.97,3,1
VH-FA7E870C,OWN-C5E965D8,Audi,A4,2002,Minivan,Compliant,2023-01-15,2024-01-15,1337.83,Agent,,Always Compliant,"Masvingo, Mashonaland West",Peri-urban,Middle,1,0,6.91,1.5,0.062,Mobile Money,2023-12-17,336,1,5.94,9.61,12,4
VH-C96F6A5E,OWN-C0ED7897,Nissan,Patrol,2018,Truck,Compliant,2022-09-21,2023/09/21,0.0,Agent,,Frequently Non-compliant,"Chitungwiza, Harare",Urban,Very High,1,2,1.42,3.9,0.496,Cash,2024-01-18,484,5,12.8,8.49,1,1
VH-16B15E34,OWN-7EDCE3FF,Mitsubishi,Outlander,2008,Pickup,Compliant,2023-04-11,2024-04-10,0.0,In-person,,Always Compliant,"Gweru, Harare",Rural,Very High,1,0,1.16,3.1,0.631,Bank Transfer,2025-03-03,692,0,0.0,23.75,3,1
VH-03190C1E,OWN-1A28DA20,Land Rover,Discovery,2017,Motorcycle,Compliant,2023-12-07,2024-12-06,0.0,Agent,,Occasional Late,"Victoria Falls, Mashonaland West",Rural,Very High,2,0,0.94,4.9,0.1,Mobile Money,2024-10-08,306,2,16.01,18.99,10,4
VH-21F904BA,OWN-E74B1F49,Ford,Everest,2018,Motorcycle,Compliant,2023-03-24,2024-03-23,0.0,In-person,,Always Compliant,"Zvishavane, Mashonaland West",Urban,High,4,3,5.78,,0.988,Cash,2024-03-13,355,4,9.27,11.77,3,1
VH-C8BA6FC0,OWN-B68EFCAD,Nissan,Navara,2007,Hatchback,Compliant,2023-02-16,2024-02-16,0.0,Agent,,Frequently Non-compliant,"Masvingo, Harare",Rural,Middle,2,1,0.95,4.4,0.861,Online,2024-12-05,658,2,21.14,15.89,12,4
VH-CB43C8BE,OWN-9D4B246B,Haval,H6,2010,Truck,Non-compliant,2022-10-05,2023-05-12,0.0,Online,Telecash,Always Compliant,"Marondera, Manicaland",Urban,High,1,4,0.0,,0.307,Agent,2024-08-19,684,1,5.33,0.0,8,3
VH-6A4FBAEF,OWN-5319E8FC,Toyota,Prado,2024,Hatchback,Compliant,2023-06-11,2024-06-10,0.0,Agent,,Always Compliant,"Bulawayo, Manicaland",Rural,Middle,1,0,6.09,4.9,0.822,Agent,2024-02-22,256,3,0.34,5.03,2,1
VH-237D0571,OWN-90FD3893,Nissan,Sunny,2008,Motorcycle,Compliant,2024-02-19,2025-02-18,0.0,Online,OneMoney,Occasional Late,"Mutare, Harare",Urban,Low,3,0,0.0,4.0,0.226,Cash,2024-09-06,200,0,0.0,0.0,9,3
VH-E3FE650D,OWN-AE3C84B4,Ford,F-150,2000,Truck,Compliant,2024-04-10,2025-04-10,0.0,In-person,,Always Compliant,"Chinhoyi, Bulawayo",Urban,Very High,2,2,3.03,3.4,0.434,Online,2024-10-21,194,0,0.0,7.95,10,4
VH-67B6B877,OWN-F5953AB4,Isuzu,D-Max,2022,Hatchback,Compliant,2024-04-11,2025-04-11,,Agent,,Always Compliant,"Shurugwi, Matabeleland South",Peri-urban,High,1,0,1.65,3.5,0.48,Online,2025-01-09,273,0,0.0,4.97,1,1
VH-D04FF657,OWN-E2989FE6,BMW,3 Series,2015,Motorcycle,Compliant,2023/03/08,2024-03-07,0.0,Agent,,Always Compliant,"Mutare, Mashonaland East",Peri-urban,Very High,1,0,3.27,,0.837,Bank Transfer,2024-01-03,301,0,0.0,3.63,1,1
VH-70212228,OWN-5E5D0496,Mazda,BT-50,2021,Truck,Compliant,2024/07/09,2025-07-09,0.0,Agent,,Always Compliant,"Redcliff, Masvingo",Rural,Middle,1,0,4.8,3.9,0.502,Bank Transfer,2025-09-08,426,4,20.33,14.89,9,3
VH-E4A5AF51,OWN-5FD4372E,Mazda,323,2005,SUV,Compliant,2023-08-23,2024-08-22,,Online,Ecocash,Frequently Non-compliant,"Kadoma, Mashonaland Central",Urban,High,4,1,0.0,,0.388,Cash,2025-08-21,729,4,9.78,0.0,8,3
VH-E2086DCE,OWN-6B1760A0,Volkswagen,Amarok,2000,Motorcycle,Compliant,2024-04-14,2025-04-14,0.0,In-person,,Occasional Late,"Gwanda, Midlands",Rural,Low,3,0,7.44,4.5,0.264,Cash,2024-09-06,145,4,18.27,0.9,9,3
VH-3BA6AD7D,OWN-F6778C7C,Volkswagen,Amarok,2004,Hatchback,Compliant,2024-03-07,2025-03-07,0.0,Agent,,Occasional Late,"Kariba, Masvingo",Urban,High,1,0,0.65,3.7,0.972,Mobile Money,2024-12-05,273,1,9.01,17.85,12,4
VH-257A2907,OWN-3801A443,Audi,Q5,2023,Pickup,Compliant,2023-04-12,2024-04-11,3809.49,Online,Paynow,Always Compliant,"Kariba, Bulawayo",Urban,Low,1,2,0.0,,0.851,Bank Transfer,2024-09-19,526,0,0.0,0.0,9,3
VH-55F413FC,OWN-D13D30CF,Mitsubishi,Pajero,2006,Motorcycle,Compliant,2024-03-17,2025-03-17,1406.19,Online,Zinara Portal,Always Compliant,"Bulawayo, Mashonaland Central",Urban,Low,1,0,,4.8,0.475,Bank Transfer,2024-11-05,233,2,10.33,0.0,11,4
VH-748579E3,OWN-5DAC257E,Volkswagen,Polo,2009,Sedan,Non-compliant,2024-07-22,2025-05-19,0.0,Online,Zinara Portal,Always Compliant,"Zvishavane, Harare",Urban,Low,1,1,,,0.801,Mobile Money,2025-04-04,256,2,18.25,0.0,4,2
VH-5C0789E9,OWN-BF020CC4,BMW,X3,2013,Pickup,Compliant,2023-01-12,2024-01-12,0.0,In-person,,Always Compliant,"Chegutu, Matabeleland North",Peri-urban,High,2,0,4.34,,0.684,Cash,2025-01-04,723,0,0.0,8.07,1,1
VH-3E4F6112,OWN-EC3F2CB8,Volkswagen,Tiguan,2008,Truck,Compliant,2024-12-10,2025-12-10,4036.88,Online,Ecocash,Occasional Late,"Chiredzi, Mashonaland East",Urban,Middle,2,1,,2.0,0.419,Cash,2025-03-08,88,5,1.06,0.0,3,1
VH-976D8971,OWN-6BEF6094,Haval,H6,2010,Minivan,Compliant,2022/07/24,2023-07-24,0.0,Online,Telecash,Always Compliant,"Gwanda, Mashonaland Central",Rural,Middle,1,0,0.0,3.9,0.559,Mobile Money,2024-07-10,717,5,26.99,0.0,7,3
VH-008654A8,OWN-BA810193,Nissan,Hardbody,2011,SUV,Non-compliant,2023-10-22,2024-02-02,0.0,In-person,,Always Compliant,"Shurugwi, Mashonaland East",Peri-urban,Low,1,0,7.0,,0.681,Bank Transfer,2024/12/05,410,2,12.39,20.9,12,4
VH-638CD0C4,OWN-2DAAC50D,Honda,Civic,2006,Truck,Compliant,2025-01-17,2026-01-17,0.0,Online,Zinara Portal,Always Compliant,"Bindura, Midlands",Peri-urban,Low,1,0,0.0,3.3,0.158,Online,2025-05-09,112,1,18.43,0.0,5,2
VH-A5EFA2AE,OWN-F2187521,Kia,Picanto,2013,Pickup,Compliant,2024-09-09,2025-09-09,0.0,In-person,,Occasional Late,"Zvishavane, Harare",Urban,Middle,1,0,5.58,1.4,0.503,Agent,2024-10-23,44,1,1.96,1.1,10,4
VH-45E84063,OWN-9A9F9920,BMW,X5,2023,Hatchback,Compliant,2023-06-23,2024-06-22,1746.53,In-person,,Always Compliant,"Kariba, Matabeleland South",Peri-urban,Very High,1,0,1.74,1.8,0.022,Bank Transfer,2023-12-07,167,1,3.69,17.07,12,4
VH-C51D0D2F,OWN-22C5060D,Ford,Explorer,2020,Truck,Compliant,2023-10-15,2024-10-14,585.16,In-person,,Always Compliant,"Lupane, Matabeleland South",Rural,Very High,1,0,3.63,,0.686,Online,2025-09-21,707,2,12.63,2.42,9,3
VH-4B72DA89,OWN-FAFC1D24,JAC,S2,2019,Hatchback,Non-compliant,2024-01-19,2024-12-22,0.0,Agent,,Occasional Late,"Gwanda, Manicaland",Peri-urban,Middle,3,1,1.99,2.4,0.41,Mobile Money,2025-07-25,553,0,0.0,13.16,7,3
VH-63855845,OWN-4B8F4040,Isuzu,MU-X,2015,Truck,Compliant,2023-11-10,2024-11-09,0.0,Online,Zinara Portal,Occasional Late,"Masvingo, Harare",Urban,Low,4,0,0.0,4.9,0.264,Online,2025-07-19,617,0,0.0,0.0,7,3
VH-C045D19D,OWN-D61EE04A,Mitsubishi,L200,2009,Truck,Non-compliant,2025-05-20,2025-04-24,,Agent,,Always Compliant,"Plumtree, Mashonaland West",Peri-urban,High,3,0,7.21,,0.401,Cash,2025-08-04,76,2,25.07,16.56,8,3
VH-9EB3E981,OWN-D0E986D9,Foton,View,2020,Motorcycle,Compliant,2025-03-01,2026-03-01,563.38,Online,Innbucks,Always Compliant,"Kwekwe, Bulawayo",Urban,Very High,1,0,0.0,1.1,0.684,Mobile Money,2025-09-10,193,3,27.61,0.0,9,3
VH-D0283B9E,OWN-343DC4FB,Mazda,323,2014,Sedan,Compliant,2021-11-25,2022/11/25,0.0,In-person,,Occasional Late,"Chitungwiza, Mashonaland East",Rural,High,2,1,7.83,2.7,0.727,Cash,2023-11-19,724,2,19.91,15.39,11,4
VH-BCEB68A4,OWN-21F0D892,Honda,CR-V,2000,Minivan,Non-compliant,2025-02-07,2026-01-27,0.0,In-person,,Always Compliant,"Kwekwe, Matabeleland South",Peri-urban,Very High,1,4,4.3,4.2,0.448,Cash,2025-05-24,106,3,9.48,23.54,5,2
VH-F7297455,OWN-ABEAFC45,Toyota,Hilux,2012,Pickup,Compliant,2023-10-30,2024-10-29,,Online,Paynow,Always Compliant,"Bulawayo, Matabeleland South",Rural,Very High,4,2,,,0.223,Cash,2025-08-08,648,2,16.8,0.0,8,3
VH-5BFD62CB,OWN-FE04F174,Foton,Sauvana,2021,Truck,Compliant,2023-04-23,2024-04-22,0.0,Agent,,Always Compliant,"Gwanda, Matabeleland North",Urban,High,2,1,4.61,,0.14,Cash,2024-01-05,257,0,0.0,6.1,1,1
VH-ED1DA7C6,OWN-4E094E8D,Isuzu,KB,2003,Motorcycle,Non-compliant,2024-04-17,2024-05-12,0.0,Online,Telecash,Always Compliant,"Zvishavane, Mashonaland Central",Peri-urban,Low,3,1,,4.8,0.135,Cash,2025-04-28,376,0,0.0,0.0,4,2
VH-CA0790C1,OWN-17F4BD03,JAC,M1,2001,Hatchback,Expired,2023-08-29,2023-06-01,,Online,Telecash,Always Compliant,"Bindura, Midlands",Peri-urban,High,2,0,0.0,4.7,0.762,Agent,2025-05-12,622,3,28.91,0.0,5,2
VH-5D0368AD,OWN-AFE6C6F5,BMW,X5,2004,SUV,Non-compliant,2023/07/03,2024-05-27,0.0,Online,Innbucks,Occasional Late,"Bindura, Midlands",Rural,,1,1,,,0.345,Mobile Money,2024-06-03,336,5,19.5,0.0,6,2
VH-16A5B0EA,OWN-AAE55E6A,Mitsubishi,Outlander,2022,Sedan,Compliant,2022-04-22,2023-04-22,0.0,Online,Ecocash,Always Compliant,"Lupane, Mashonaland West",Rural,,3,2,0.0,,0.145,Online,2024-04-04,713,1,8.01,0.0,4,2
VH-97F8FAD7,OWN-B62E468C,Mitsubishi,Outlander,2021,Truck,Non-compliant,2023-09-09,2023-08-26,0.0,Online,Innbucks,Always Compliant,"Gweru, Harare",Rural,Middle,2,1,0.0,,0.784,Agent,2025-04-15,584,5,19.93,0.0,4,2
VH-6E9DADF1,OWN-82C3E3A7,Hyundai,i20,2013,Motorcycle,Compliant,2024-07-03,2025-07-03,0.0,In-person,,Always Compliant,"Plumtree, Mashonaland West",Rural,High,3,2,7.34,4.1,0.964,Agent,2025-02-25,237,3,5.32,16.38,2,1
VH-E54EC5AA,OWN-88E7CEED,Mitsubishi,Pajero,2023,Hatchback,Compliant,2023/06/24,2024-06-23,0.0,Agent,,Frequently Non-compliant,"Mutare, Masvingo",Urban,Middle,1,0,4.0,4.1,0.625,Agent,2024-04-19,300,3,23.7,13.2,4,2
VH-0F0482A2,OWN-387F0801,Nissan,X-Trail,2010,Hatchback,Compliant,2023-11-30,2024-11-29,0.0,In-person,,Always Compliant,"Masvingo, Manicaland",Rural,High,1,0,7.13,3.5,0.475,Bank Transfer,2024-06-10,193,5,0.26,16.05,6,2
VH-9DC57C45,OWN-849D2746,Chevrolet,Spark,2020,Hatchback,Compliant,2023-10-23,2024-10-22,4583.87,Online,Innbucks,Always Compliant,"Kariba, Mashonaland Central",Urban,High,1,0,0.0,3.1,0.509,Cash,2024-12-16,420,0,0.0,0.0,12,4
VH-9BCA51C3,OWN-B454C93F,BMW,5 Series,2010,Hatchback,Expired,2022-10-10,2022-10-06,0.0,In-person,,Always Compliant,"Chitungwiza, Bulawayo",Urban,,3,1,6.99,4.5,0.741,Cash,2024-05-08,576,5,24.5,1.73,5,2
VH-43F9281A,OWN-4EACE4B5,Honda,CR-V,2014,Minivan,Compliant,2024-07-28,2025-07-28,0.0,Agent,,Always Compliant,"Marondera, Harare",Urban,Very High,2,0,3.56,,0.673,Bank Transfer,2025-05-11,287,0,0.0,15.39,5,2
VH-E14A0274,OWN-394793F0,Nissan,X-Trail,2018,Sedan,Expired,2024-09-01,2023-09-15,0.0,Agent,,Always Compliant,"Gwanda, Bulawayo",Peri-urban,Low,1,1,3.36,,0.391,Bank Transfer,2025-07-24,326,2,28.8,3.46,7,3
VH-83B5C8B6,OWN-1DD2D073,Land Rover,Defender,2017,Motorcycle,Compliant,2022-07-02,2023-07-02,0.0,In-person,,Frequently Non-compliant,"Redcliff, Manicaland",Urban,High,1,0,6.11,1.6,0.184,Bank Transfer,2024/04/02,640,2,5.83,4.35,4,2
VH-3CFE92EB,OWN-2D8CA7BD,Haval,H6,2024,Hatchback,Compliant,2024-11-20,2025-11-20,0.0,Agent,,Occasional Late,"Beitbridge, Matabeleland South",Urban,Middle,1,0,3.18,2.3,0.451,Bank Transfer,2025-09-02,286,5,9.17,14.02,9,3
VH-530DC39E,OWN-EA85420C,Haval,Jolion,2011,Motorcycle,Compliant,2024-06-19,2025/06/19,0.0,Agent,,Always Compliant,"Marondera, Masvingo",Urban,High,3,0,,2.2,0.552,Mobile Money,2025-03-02,256,5,18.2,20.2,3,1
VH-2CBDA14F,OWN-AE627356,Honda,Civic,2008,Minivan,Compliant,2024-04-20,2025-04-20,3176.55,Online,Paynow,Always Compliant,"Chiredzi, Bulawayo",Rural,Low,2,0,0.0,2.9,0.775,Agent,2025-10-21,549,3,6.7,0.0,10,4
VH-4476F0B1,OWN-1EAEA975,Haval,Jolion,2009,SUV,Compliant,2023-05-08,2024-05-07,0.0,Online,Innbucks,Always Compliant,"Beitbridge, Matabeleland South",Rural,Middle,3,4,0.0,,0.566,Bank Transfer,2024-11-02,544,5,26.17,0.0,11,4
VH-72F79D76,OWN-1F0759A4,Honda,Fit,2011,Sedan,Compliant,2024-02-01,2025-01-31,0.0,Agent,,Always Compliant,"Masvingo, Matabeleland North",Urban,,3,3,3.41,1.4,0.968,Agent,2024-10-27,269,5,7.9,13.06,10,4
VH-38304654,OWN-A1388766,Mitsubishi,Triton,2020,Pickup,Non-compliant,2024-02-10,2024-05-18,1912.83,Agent,,Always Compliant,"Chegutu, Midlands",Rural,High,1,0,6.63,3.0,0.139,Mobile Money,2025-08-22,559,1,2.31,15.44,8,3
VH-799D5CDC,OWN-C06137F7,Isuzu,KB,2005,SUV,Non-compliant,2023-04-13,2023-10-12,0.0,Agent,,Always Compliant,"Chegutu, Midlands",Rural,Middle,2,0,4.09,,0.128,Bank Transfer,2024-01-03,265,1,4.04,12.3,1,1
VH-D1805A02,OWN-6F1E2543,Haval,H6,2001,SUV,Expired,2022-07-08,2021-08-15,,Agent,,Frequently Non-compliant,"Chinhoyi, Manicaland",Rural,Middle,1,1,7.6,1.7,0.83,Bank Transfer,2024-03-06,6070,1,23.84,19.69,3,1
VH-1AFE31F8,OWN-B57CFA70,Mitsubishi,Outlander,2005,Minivan,Compliant,2024-12-09,2025-12-09,0.0,Online,Telecash,Occasional Late,"Plumtree, Mashonaland West",Peri-urban,,3,0,0.0,,0.902,Bank Transfer,2025-08-31,265,0,0.0,0.0,8,3
VH-B889B84E,OWN-E0756590,Great Wall,Steed,2024,Sedan,Compliant,2022-07-29,2023-07-29,4146.23,Online,OneMoney,Always Compliant,"Chitungwiza, Matabeleland North",Rural,Very High,1,1,0.0,1.9,0.802,Cash,2024-03-02,582,2,17.67,0.0,3,1
VH-0EE6D254,OWN-7F155151,Haval,H6,2013,SUV,Expired,2024-09-30,2023-11-28,0.0,Online,Innbucks,Always Compliant,"Chinhoyi, Matabeleland North",Urban,Low,2,0,0.0,,0.655,Agent,2025-08-16,320,3,10.87,0.0,8,3
